,time,volume,mid_o,mid_h,mid_l,mid_c,bid_o,bid_h,bid_l,bid_c,ask_o,ask_h,ask_l,ask_c
50,2019-03-12T21:00:00.000000000Z,11098,111.354,111.464,111.008,111.158,111.315,111.458,111.001,111.108,111.392,111.471,111.014,111.208
51,2019-03-13T21:00:00.000000000Z,13643,111.166,111.833,111.148,111.693,111.128,111.827,111.118,111.643,111.203,111.839,111.154,111.743
52,2019-03-14T21:00:00.000000000Z,13031,111.700,111.904,111.384,111.479,111.652,111.897,111.378,111.434,111.749,111.910,111.391,111.524
53,2019-03-15T21:00:00.000000000Z,2,111.485,111.485,111.480,111.480,111.439,111.439,111.431,111.431,111.531,111.531,111.530,111.530
54,2019-03-17T21:00:00.000000000Z,8446,111.476,111.630,111.298,111.426,111.454,111.623,111.291,111.417,111.498,111.636,111.304,111.434
55,2019-03-18T21:00:00.000000000Z,9601,111.417,111.476,111.159,111.404,111.406,111.470,111.152,111.354,111.428,111.482,111.166,111.454
56,2019-03-19T21:00:00.000000000Z,16488,111.390,111.694,110.536,110.703,111.351,111.686,110.529,110.681,111.429,111.701,110.542,110.725
57,2019-03-20T21:00:00.000000000Z,14509,110.699,110.958,110.301,110.816,110.675,110.952,110.295,110.798,110.723,110.964,110.307,110.835
58,2019-03-21T21:00:00.000000000Z,23250,110.816,110.898,109.742,109.937,110.798,110.892,109.736,109.887,110.835,110.905,109.749,109.987
59,2019-03-22T21:00:00.000000000Z,2,109.931,109.931,109.924,109.924,109.881,109.881,109.874,109.874,109.981,109.981,109.974,109.974
60,2019-03-24T21:00:00.000000000Z,19916,109.940,110.242,109.708,109.967,109.906,110.236,109.694,109.949,109.973,110.248,109.721,109.985
61,2019-03-25T21:00:00.000000000Z,18138,109.967,110.690,109.936,110.634,109.949,110.683,109.902,110.620,109.985,110.696,109.954,110.649
62,2019-03-26T21:00:00.000000000Z,24867,110.628,110.714,110.237,110.514,110.602,110.706,110.231,110.503,110.655,110.721,110.243,110.525
63,2019-03-27T21:00:00.000000000Z,22653,110.496,110.830,110.021,110.650,110.472,110.825,110.009,110.600,110.520,110.837,110.027,110.700
64,2019-03-28T21:00:00.000000000Z,19718,110.628,110.950,110.536,110.850,110.583,110.944,110.529,110.807,110.674,110.956,110.543,110.892
65,2019-03-31T21:00:00.000000000Z,15483,111.028,111.444,110.814,111.350,110.998,111.437,110.788,111.336,111.057,111.450,110.834,111.364
66,2019-04-01T21:00:00.000000000Z,10144,111.354,111.454,111.250,111.322,111.334,111.448,111.243,111.305,111.373,111.463,111.256,111.338
67,2019-04-02T21:00:00.000000000Z,12561,111.330,111.580,111.210,111.490,111.315,111.573,111.203,111.484,111.345,111.586,111.217,111.497
68,2019-04-03T21:00:00.000000000Z,10240,111.480,111.677,111.336,111.648,111.452,111.665,111.330,111.598,111.507,111.704,111.342,111.698
69,2019-04-04T21:00:00.000000000Z,11193,111.655,111.825,111.561,111.720,111.636,111.818,111.511,111.681,111.674,111.832,111.604,111.760
70,2019-04-07T21:00:00.000000000Z,8600,111.715,111.760,111.284,111.489,111.665,111.725,111.277,111.467,111.765,111.797,111.290,111.511
71,2019-04-08T21:00:00.000000000Z,9542,111.472,111.580,110.980,111.147,111.448,111.573,110.972,111.097,111.497,111.586,110.987,111.197
72,2019-04-09T21:00:00.000000000Z,11277,111.140,111.282,110.844,111.012,111.114,111.275,110.837,110.977,111.167,111.289,110.852,111.047
73,2019-04-10T21:00:00.000000000Z,10042,111.004,111.694,110.908,111.664,110.974,111.687,110.888,111.646,111.033,111.700,110.923,111.683
74,2019-04-11T21:00:00.000000000Z,10394,111.664,112.094,111.586,112.020,111.646,112.086,111.580,111.989,111.683,112.101,111.593,112.051
75,2019-04-14T21:00:00.000000000Z,7339,111.972,112.096,111.890,112.038,111.939,112.089,111.883,112.026,112.005,112.102,111.896,112.049
76,2019-04-15T21:00:00.000000000Z,9491,112.026,112.048,111.847,112.016,112.017,112.039,111.841,112.005,112.036,112.071,111.853,112.028
77,2019-04-16T21:00:00.000000000Z,9709,112.010,112.166,111.923,112.069,111.982,112.158,111.917,112.019,112.039,112.173,111.929,112.119
78,2019-04-17T21:00:00.000000000Z,11037,112.062,112.066,111.767,111.980,112.036,112.057,111.759,111.930,112.088,112.091,111.775,112.029
79,2019-04-18T21:00:00.000000000Z,5797,111.967,112.007,111.897,111.926,111.926,112.000,111.860,111.876,112.008,112.023,111.904,111.976
80,2019-04-21T21:00:00.000000000Z,5121,111.916,111.990,111.860,111.938,111.866,111.983,111.823,111.926,111.966,111.997,111.878,111.949
81,2019-04-22T21:00:00.000000000Z,8158,111.924,112.034,111.653,111.862,111.896,112.028,111.645,111.851,111.951,112.041,111.661,111.873
82,2019-04-23T21:00:00.000000000Z,10203,111.862,112.400,111.682,112.196,111.851,112.388,111.676,112.138,111.873,112.413,111.689,112.254
83,2019-04-24T21:00:00.000000000Z,13739,112.132,112.238,111.373,111.622,112.058,112.232,111.324,111.589,112.207,112.245,111.392,111.655
84,2019-04-25T21:00:00.000000000Z,16012,111.622,112.034,111.428,111.587,111.589,112.007,111.422,111.537,111.655,112.061,111.435,111.637
85,2019-04-26T21:00:00.000000000Z,1,111.591,111.591,111.591,111.591,111.541,111.541,111.541,111.541,111.641,111.641,111.641,111.641
86,2019-04-28T21:00:00.000000000Z,7457,111.573,111.900,111.549,111.645,111.523,111.894,111.516,111.633,111.623,111.906,111.569,111.657
87,2019-04-29T21:00:00.000000000Z,10762,111.651,111.690,111.238,111.429,111.632,111.683,111.232,111.414,111.670,111.711,111.244,111.444
88,2019-04-30T21:00:00.000000000Z,14611,111.425,111.613,111.050,111.385,111.401,111.606,111.043,111.371,111.449,111.620,111.057,111.399
89,2019-05-01T21:00:00.000000000Z,10391,111.382,111.666,111.354,111.510,111.365,111.659,111.332,111.496,111.400,111.672,111.362,111.525
90,2019-05-02T21:00:00.000000000Z,10525,111.518,111.695,111.070,111.096,111.482,111.662,111.063,111.070,111.553,111.735,111.077,111.123
91,2019-05-05T21:00:00.000000000Z,18205,110.626,110.959,110.282,110.805,110.594,110.952,110.275,110.755,110.659,110.966,110.290,110.855
92,2019-05-06T21:00:00.000000000Z,17973,110.744,110.854,110.170,110.246,110.714,110.847,110.164,110.234,110.775,110.860,110.177,110.257
93,2019-05-07T21:00:00.000000000Z,20390,110.252,110.293,109.905,110.099,110.219,110.280,109.898,110.089,110.285,110.311,109.912,110.109
94,2019-05-08T21:00:00.000000000Z,24085,110.090,110.109,109.473,109.774,110.063,110.095,109.467,109.749,110.117,110.131,109.479,109.798
95,2019-05-09T21:00:00.000000000Z,29920,109.769,110.050,109.475,109.953,109.728,110.043,109.449,109.903,109.810,110.056,109.493,110.003
96,2019-05-12T21:00:00.000000000Z,22176,109.774,109.835,109.022,109.305,109.724,109.827,109.014,109.295,109.824,109.870,109.030,109.315
97,2019-05-13T21:00:00.000000000Z,14750,109.302,109.772,109.148,109.610,109.282,109.766,109.140,109.598,109.322,109.779,109.154,109.621
98,2019-05-14T21:00:00.000000000Z,17748,109.622,109.702,109.154,109.594,109.592,109.696,109.147,109.580,109.651,109.708,109.161,109.608
99,2019-05-15T21:00:00.000000000Z,13581,109.586,109.968,109.336,109.848,109.568,109.962,109.330,109.837,109.604,109.975,109.343,109.860
100,2019-05-16T21:00:00.000000000Z,21213,109.848,110.192,109.496,110.069,109.837,110.183,109.490,110.040,109.860,110.202,109.503,110.098
101,2019-05-17T21:00:00.000000000Z,1,110.074,110.074,110.074,110.074,110.048,110.048,110.048,110.048,110.100,110.100,110.100,110.100
102,2019-05-19T21:00:00.000000000Z,16560,110.132,110.320,109.809,110.062,110.086,110.313,109.803,110.054,110.177,110.326,109.815,110.070
103,2019-05-20T21:00:00.000000000Z,13994,110.078,110.673,110.022,110.492,110.063,110.667,109.994,110.478,110.093,110.679,110.028,110.506
104,2019-05-21T21:00:00.000000000Z,12500,110.502,110.627,110.242,110.356,110.480,110.621,110.234,110.349,110.524,110.633,110.249,110.364
105,2019-05-22T21:00:00.000000000Z,19901,110.344,110.364,109.460,109.601,110.324,110.358,109.452,109.569,110.363,110.371,109.467,109.633
106,2019-05-23T21:00:00.000000000Z,14380,109.606,109.746,109.276,109.302,109.589,109.740,109.270,109.279,109.624,109.753,109.282,109.326
107,2019-05-26T21:00:00.000000000Z,7315,109.318,109.586,109.282,109.510,109.281,109.580,109.270,109.462,109.356,109.593,109.291,109.559
108,2019-05-27T21:00:00.000000000Z,17846,109.498,109.630,109.210,109.364,109.448,109.624,109.204,109.314,109.548,109.636,109.216,109.414
109,2019-05-28T21:00:00.000000000Z,20433,109.372,109.700,109.150,109.591,109.346,109.693,109.143,109.580,109.397,109.707,109.156,109.602
110,2019-05-29T21:00:00.000000000Z,16236,109.577,109.926,109.475,109.624,109.564,109.920,109.468,109.612,109.590,109.933,109.482,109.637
111,2019-05-30T21:00:00.000000000Z,29645,109.604,109.622,108.279,108.304,109.577,109.617,108.236,108.258,109.632,109.637,108.289,108.350
112,2019-06-02T21:00:00.000000000Z,25281,108.312,108.447,107.884,108.073,108.262,108.441,107.878,108.061,108.362,108.453,107.890,108.085
113,2019-06-03T21:00:00.000000000Z,20767,108.068,108.358,107.847,108.147,108.047,108.352,107.841,108.139,108.088,108.364,107.853,108.155
114,2019-06-04T21:00:00.000000000Z,24392,108.140,108.486,107.816,108.460,108.132,108.479,107.808,108.450,108.149,108.492,107.824,108.470
115,2019-06-05T21:00:00.000000000Z,22240,108.462,108.563,108.026,108.394,108.446,108.557,108.020,108.384,108.479,108.570,108.033,108.405
116,2019-06-06T21:00:00.000000000Z,22104,108.411,108.618,107.881,108.195,108.392,108.611,107.875,108.151,108.430,108.625,107.887,108.239
117,2019-06-07T21:00:00.000000000Z,3,108.182,108.182,108.147,108.147,108.137,108.137,108.097,108.097,108.227,108.227,108.197,108.197
