,time,volume,mid_o,mid_h,mid_l,mid_c,bid_o,bid_h,bid_l,bid_c,ask_o,ask_h,ask_l,ask_c
16,2019-01-22T22:00:00.000000000Z,63295,1.33534,1.33715,1.33049,1.33444,1.33511,1.33705,1.33040,1.33422,1.33556,1.33725,1.33057,1.33467
17,2019-01-23T22:00:00.000000000Z,75504,1.33460,1.33748,1.33300,1.33554,1.33437,1.33736,1.33292,1.33532,1.33482,1.33759,1.33309,1.33577
18,2019-01-24T22:00:00.000000000Z,69043,1.33462,1.33622,1.32143,1.32159,1.33439,1.33600,1.32093,1.32109,1.33484,1.33645,1.32172,1.32209
19,2019-01-25T22:00:00.000000000Z,1,1.32200,1.32200,1.32200,1.32200,1.32150,1.32150,1.32150,1.32150,1.32250,1.32250,1.32250,1.32250
20,2019-01-27T22:00:00.000000000Z,52897,1.32188,1.32861,1.32029,1.32608,1.32140,1.32852,1.32018,1.32586,1.32235,1.32871,1.32040,1.32631
21,2019-01-28T22:00:00.000000000Z,69658,1.32622,1.32854,1.32414,1.32706,1.32599,1.32844,1.32405,1.32684,1.32644,1.32863,1.32422,1.32729
22,2019-01-29T22:00:00.000000000Z,55384,1.32742,1.32811,1.31188,1.31498,1.32720,1.32802,1.31179,1.31475,1.32765,1.32823,1.31197,1.31520
23,2019-01-30T22:00:00.000000000Z,23603,1.31508,1.31652,1.31204,1.31256,1.31486,1.31643,1.31193,1.31233,1.31531,1.31661,1.31214,1.31278
24,2019-01-31T22:00:00.000000000Z,22477,1.31242,1.31574,1.30688,1.31007,1.31220,1.31566,1.30680,1.30957,1.31265,1.31583,1.30696,1.31057
25,2019-02-03T22:00:00.000000000Z,15001,1.30975,1.31476,1.30858,1.31108,1.30925,1.31467,1.30844,1.31085,1.31025,1.31484,1.30867,1.31130
26,2019-02-04T22:00:00.000000000Z,14279,1.31132,1.31534,1.31023,1.31260,1.31109,1.31526,1.31013,1.31238,1.31154,1.31541,1.31033,1.31283
27,2019-02-05T22:00:00.000000000Z,17828,1.31286,1.32154,1.31249,1.32124,1.31263,1.32145,1.31238,1.32102,1.31308,1.32163,1.31260,1.32147
28,2019-02-06T22:00:00.000000000Z,17828,1.32130,1.33173,1.32066,1.33084,1.32108,1.33164,1.32044,1.33062,1.32153,1.33182,1.32089,1.33107
29,2019-02-07T22:00:00.000000000Z,20922,1.33024,1.33293,1.32325,1.32768,1.33001,1.33285,1.32316,1.32718,1.33046,1.33301,1.32334,1.32818
30,2019-02-10T22:00:00.000000000Z,15778,1.32702,1.33192,1.32618,1.33012,1.32652,1.33184,1.32608,1.32989,1.32752,1.33200,1.32628,1.33034
31,2019-02-11T22:00:00.000000000Z,17117,1.32972,1.33145,1.32333,1.32358,1.32950,1.33137,1.32325,1.32336,1.32995,1.33154,1.32341,1.32381
32,2019-02-12T22:00:00.000000000Z,15991,1.32394,1.32594,1.31964,1.32558,1.32372,1.32586,1.31956,1.32536,1.32417,1.32610,1.31973,1.32581
33,2019-02-13T22:00:00.000000000Z,21744,1.32542,1.33402,1.32291,1.32956,1.32520,1.33392,1.32282,1.32934,1.32565,1.33414,1.32300,1.32979
34,2019-02-14T22:00:00.000000000Z,17271,1.32932,1.33132,1.32452,1.32464,1.32909,1.33125,1.32409,1.32414,1.32954,1.33140,1.32461,1.32514
35,2019-02-17T22:00:00.000000000Z,9424,1.32547,1.32557,1.32255,1.32406,1.32497,1.32531,1.32245,1.32384,1.32597,1.32607,1.32264,1.32429
36,2019-02-18T22:00:00.000000000Z,17235,1.32402,1.32815,1.32056,1.32122,1.32379,1.32806,1.32046,1.32100,1.32424,1.32824,1.32066,1.32145
37,2019-02-19T22:00:00.000000000Z,19208,1.32138,1.32166,1.31503,1.31768,1.32115,1.32146,1.31492,1.31745,1.32160,1.32189,1.31511,1.31790
38,2019-02-20T22:00:00.000000000Z,25590,1.31760,1.32344,1.31629,1.32334,1.31738,1.32322,1.31597,1.32311,1.31783,1.32367,1.31638,1.32356
39,2019-02-21T22:00:00.000000000Z,20038,1.32296,1.32423,1.31338,1.31374,1.32273,1.32413,1.31309,1.31324,1.32318,1.32433,1.31349,1.31424
40,2019-02-24T22:00:00.000000000Z,18926,1.31348,1.31973,1.31130,1.31874,1.31314,1.31963,1.31121,1.31852,1.31381,1.31983,1.31139,1.31897
41,2019-02-25T22:00:00.000000000Z,17698,1.31908,1.32358,1.31554,1.31694,1.31886,1.32351,1.31544,1.31671,1.31931,1.32366,1.31563,1.31716
42,2019-02-26T22:00:00.000000000Z,47824,1.31676,1.31765,1.31182,1.31560,1.31654,1.31756,1.31172,1.31538,1.31699,1.31775,1.31193,1.31583
43,2019-02-27T22:00:00.000000000Z,22067,1.31554,1.32074,1.31402,1.31746,1.31531,1.32067,1.31394,1.31724,1.31576,1.32082,1.31411,1.31769
44,2019-02-28T22:00:00.000000000Z,24669,1.31696,1.33068,1.31302,1.32979,1.31674,1.33054,1.31293,1.32929,1.31719,1.33113,1.31311,1.33029
45,2019-03-03T22:00:00.000000000Z,18406,1.32776,1.33378,1.32753,1.33034,1.32737,1.33370,1.32731,1.33012,1.32816,1.33386,1.32762,1.33057
46,2019-03-04T22:00:00.000000000Z,18421,1.33042,1.33604,1.33036,1.33518,1.33019,1.33596,1.33014,1.33495,1.33064,1.33612,1.33059,1.33540
47,2019-03-05T22:00:00.000000000Z,24336,1.33524,1.34575,1.33496,1.34414,1.33501,1.34563,1.33473,1.34397,1.33546,1.34587,1.33518,1.34432
48,2019-03-06T22:00:00.000000000Z,24719,1.34421,1.34676,1.34138,1.34560,1.34389,1.34668,1.34130,1.34538,1.34453,1.34685,1.34147,1.34583
49,2019-03-07T22:00:00.000000000Z,24325,1.34496,1.34666,1.33904,1.34168,1.34473,1.34658,1.33895,1.34118,1.34518,1.34674,1.33914,1.34218
50,2019-03-10T21:00:00.000000000Z,15878,1.34166,1.34398,1.33926,1.33938,1.34116,1.34389,1.33904,1.33916,1.34216,1.34417,1.33941,1.33961
51,2019-03-11T21:00:00.000000000Z,17122,1.33944,1.34173,1.33526,1.33538,1.33922,1.34164,1.33511,1.33515,1.33967,1.34182,1.33535,1.33560
52,2019-03-12T21:00:00.000000000Z,17265,1.33560,1.33712,1.32909,1.33002,1.33538,1.33703,1.32900,1.32980,1.33583,1.33722,1.32918,1.33025
53,2019-03-13T21:00:00.000000000Z,16760,1.33018,1.33474,1.32873,1.33346,1.32995,1.33465,1.32862,1.33323,1.33040,1.33483,1.32882,1.33368
54,2019-03-14T21:00:00.000000000Z,17372,1.33340,1.33713,1.32895,1.33370,1.33318,1.33705,1.32886,1.33324,1.33363,1.33722,1.32904,1.33415
55,2019-03-17T21:00:00.000000000Z,14707,1.33335,1.33656,1.33018,1.33358,1.33305,1.33649,1.33009,1.33336,1.33365,1.33664,1.33026,1.33381
56,2019-03-18T21:00:00.000000000Z,19212,1.33362,1.33446,1.32506,1.33248,1.33340,1.33437,1.32497,1.33226,1.33385,1.33456,1.32514,1.33271
57,2019-03-19T21:00:00.000000000Z,21213,1.33224,1.33476,1.32577,1.33054,1.33202,1.33468,1.32568,1.33031,1.33247,1.33485,1.32586,1.33076
58,2019-03-20T21:00:00.000000000Z,24683,1.33050,1.34000,1.32756,1.33670,1.33027,1.33993,1.32745,1.33647,1.33072,1.34008,1.32768,1.33692
59,2019-03-21T21:00:00.000000000Z,32746,1.33616,1.34298,1.33522,1.34291,1.33594,1.34285,1.33513,1.34241,1.33639,1.34341,1.33530,1.34341
60,2019-03-22T21:00:00.000000000Z,3,1.34297,1.34309,1.34297,1.34309,1.34247,1.34259,1.34247,1.34259,1.34347,1.34359,1.34347,1.34359
61,2019-03-24T21:00:00.000000000Z,22320,1.34269,1.34446,1.33996,1.34022,1.34229,1.34436,1.33987,1.34000,1.34309,1.34455,1.34004,1.34045
62,2019-03-25T21:00:00.000000000Z,19111,1.34026,1.34162,1.33723,1.33808,1.34004,1.34139,1.33715,1.33786,1.34049,1.34184,1.33731,1.33831
63,2019-03-26T21:00:00.000000000Z,24341,1.33824,1.34400,1.33773,1.34124,1.33801,1.34392,1.33763,1.34102,1.33846,1.34407,1.33783,1.34147
64,2019-03-27T21:00:00.000000000Z,24995,1.34118,1.34510,1.33964,1.34408,1.34095,1.34502,1.33955,1.34386,1.34140,1.34538,1.33972,1.34431
65,2019-03-28T21:00:00.000000000Z,21929,1.34398,1.34426,1.33417,1.33504,1.34375,1.34417,1.33408,1.33454,1.34420,1.34442,1.33426,1.33554
66,2019-03-31T21:00:00.000000000Z,20723,1.33498,1.33706,1.32982,1.33080,1.33448,1.33695,1.32969,1.33057,1.33548,1.33716,1.32995,1.33102
67,2019-04-01T21:00:00.000000000Z,17516,1.33074,1.33740,1.33046,1.33370,1.33052,1.33731,1.33023,1.33347,1.33097,1.33750,1.33068,1.33392
68,2019-04-02T21:00:00.000000000Z,17598,1.33380,1.33534,1.32966,1.33454,1.33357,1.33525,1.32957,1.33432,1.33402,1.33543,1.32974,1.33477
69,2019-04-03T21:00:00.000000000Z,14411,1.33450,1.33728,1.33380,1.33594,1.33428,1.33720,1.33357,1.33572,1.33473,1.33737,1.33398,1.33617
70,2019-04-04T21:00:00.000000000Z,16580,1.33608,1.34030,1.33490,1.33842,1.33585,1.34020,1.33481,1.33792,1.33630,1.34041,1.33498,1.33892
71,2019-04-05T21:00:00.000000000Z,1,1.33847,1.33847,1.33847,1.33847,1.33797,1.33797,1.33797,1.33797,1.33897,1.33897,1.33897,1.33897
72,2019-04-07T21:00:00.000000000Z,13031,1.33863,1.33876,1.33050,1.33142,1.33813,1.33854,1.33041,1.33120,1.33913,1.33926,1.33058,1.33165
73,2019-04-08T21:00:00.000000000Z,13323,1.33130,1.33318,1.32840,1.33306,1.33108,1.33296,1.32832,1.33284,1.33153,1.33341,1.32849,1.33329
74,2019-04-09T21:00:00.000000000Z,14466,1.33264,1.33600,1.33064,1.33192,1.33242,1.33592,1.33056,1.33169,1.33287,1.33607,1.33072,1.33214
75,2019-04-10T21:00:00.000000000Z,14017,1.33168,1.33959,1.33134,1.33840,1.33145,1.33951,1.33112,1.33817,1.33190,1.33967,1.33157,1.33862
76,2019-04-11T21:00:00.000000000Z,15608,1.33864,1.33864,1.33132,1.33257,1.33842,1.33846,1.33114,1.33207,1.33887,1.33887,1.33149,1.33307
77,2019-04-14T21:00:00.000000000Z,15528,1.33365,1.33906,1.32974,1.33678,1.33315,1.33896,1.32966,1.33656,1.33415,1.33915,1.32983,1.33701
78,2019-04-15T21:00:00.000000000Z,16031,1.33686,1.34028,1.33464,1.33498,1.33663,1.34020,1.33455,1.33476,1.33708,1.34037,1.33472,1.33521
79,2019-04-16T21:00:00.000000000Z,19914,1.33504,1.33727,1.32747,1.33402,1.33482,1.33717,1.32738,1.33380,1.33527,1.33737,1.32756,1.33425
80,2019-04-17T21:00:00.000000000Z,19157,1.33420,1.33998,1.33364,1.33802,1.33398,1.33989,1.33341,1.33779,1.33443,1.34007,1.33386,1.33824
81,2019-04-18T21:00:00.000000000Z,6189,1.33776,1.33938,1.33660,1.33917,1.33754,1.33908,1.33639,1.33867,1.33799,1.33988,1.33675,1.33967
82,2019-04-21T21:00:00.000000000Z,10894,1.33879,1.33918,1.33356,1.33470,1.33829,1.33877,1.33343,1.33447,1.33929,1.33965,1.33365,1.33492
83,2019-04-22T21:00:00.000000000Z,15383,1.33478,1.34430,1.33438,1.34230,1.33456,1.34422,1.33427,1.34207,1.33501,1.34439,1.33448,1.34252
84,2019-04-23T21:00:00.000000000Z,27453,1.34224,1.35216,1.34214,1.34964,1.34202,1.35199,1.34192,1.34941,1.34247,1.35234,1.34237,1.34986
85,2019-04-24T21:00:00.000000000Z,16566,1.34908,1.35167,1.34830,1.34854,1.34885,1.35158,1.34807,1.34831,1.34930,1.35176,1.34845,1.34876
86,2019-04-25T21:00:00.000000000Z,21720,1.34876,1.34980,1.34520,1.34562,1.34853,1.34971,1.34508,1.34512,1.34898,1.34989,1.34528,1.34612
87,2019-04-28T21:00:00.000000000Z,12094,1.34604,1.34797,1.34404,1.34572,1.34554,1.34788,1.34394,1.34549,1.34654,1.34806,1.34411,1.34594
88,2019-04-29T21:00:00.000000000Z,21402,1.34576,1.34806,1.33814,1.33904,1.34554,1.34797,1.33805,1.33881,1.34599,1.34815,1.33822,1.33926
89,2019-04-30T21:00:00.000000000Z,20582,1.33898,1.34614,1.33772,1.34376,1.33875,1.34604,1.33762,1.34353,1.33920,1.34624,1.33781,1.34398
90,2019-05-01T21:00:00.000000000Z,17496,1.34380,1.34766,1.34310,1.34742,1.34357,1.34758,1.34301,1.34719,1.34402,1.34775,1.34319,1.34764
91,2019-05-02T21:00:00.000000000Z,17382,1.34688,1.34917,1.34066,1.34217,1.34665,1.34887,1.34051,1.34167,1.34710,1.34962,1.34075,1.34267
92,2019-05-05T21:00:00.000000000Z,19933,1.34619,1.34940,1.34326,1.34480,1.34569,1.34932,1.34317,1.34457,1.34669,1.34948,1.34334,1.34502
93,2019-05-06T21:00:00.000000000Z,19627,1.34488,1.34888,1.34102,1.34732,1.34465,1.34879,1.34057,1.34710,1.34510,1.34897,1.34121,1.34755
94,2019-05-07T21:00:00.000000000Z,21319,1.34710,1.34866,1.34450,1.34782,1.34688,1.34858,1.34441,1.34759,1.34733,1.34876,1.34459,1.34804
95,2019-05-08T21:00:00.000000000Z,23760,1.34766,1.35054,1.34591,1.34764,1.34743,1.35046,1.34583,1.34742,1.34788,1.35063,1.34599,1.34787
96,2019-05-09T21:00:00.000000000Z,31129,1.34716,1.34838,1.33805,1.34164,1.34693,1.34815,1.33796,1.34114,1.34738,1.34860,1.33814,1.34214
97,2019-05-12T21:00:00.000000000Z,20543,1.34265,1.34848,1.34166,1.34832,1.34215,1.34826,1.34138,1.34809,1.34315,1.34871,1.34181,1.34854
98,2019-05-13T21:00:00.000000000Z,16762,1.34786,1.34878,1.34562,1.34642,1.34763,1.34866,1.34552,1.34619,1.34808,1.34891,1.34571,1.34664
99,2019-05-14T21:00:00.000000000Z,19990,1.34638,1.34936,1.34274,1.34372,1.34615,1.34928,1.34265,1.34350,1.34660,1.34943,1.34282,1.34395
100,2019-05-15T21:00:00.000000000Z,15122,1.34382,1.34698,1.34008,1.34606,1.34360,1.34690,1.33999,1.34584,1.34405,1.34707,1.34016,1.34629
101,2019-05-16T21:00:00.000000000Z,22283,1.34640,1.35136,1.34350,1.34632,1.34618,1.35128,1.34341,1.34582,1.34663,1.35148,1.34358,1.34682
102,2019-05-17T21:00:00.000000000Z,3,1.34622,1.34628,1.34614,1.34628,1.34572,1.34578,1.34564,1.34578,1.34672,1.34678,1.34664,1.34678
103,2019-05-19T21:00:00.000000000Z,15404,1.34450,1.34570,1.34164,1.34292,1.34417,1.34557,1.34156,1.34269,1.34483,1.34582,1.34172,1.34314
104,2019-05-20T21:00:00.000000000Z,17448,1.34302,1.34340,1.33960,1.34048,1.34279,1.34329,1.33952,1.34026,1.34324,1.34363,1.33968,1.34071
105,2019-05-21T21:00:00.000000000Z,18552,1.34042,1.34380,1.33576,1.34374,1.34019,1.34357,1.33559,1.34351,1.34064,1.34402,1.33585,1.34396
106,2019-05-22T21:00:00.000000000Z,21688,1.34364,1.35026,1.34322,1.34734,1.34341,1.35018,1.34311,1.34711,1.34386,1.35034,1.34332,1.34756
107,2019-05-23T21:00:00.000000000Z,17222,1.34730,1.34826,1.34306,1.34386,1.34707,1.34818,1.34297,1.34336,1.34752,1.34835,1.34314,1.34436
108,2019-05-26T21:00:00.000000000Z,9047,1.34408,1.34528,1.34296,1.34444,1.34358,1.34519,1.34290,1.34422,1.34458,1.34538,1.34303,1.34467
109,2019-05-27T21:00:00.000000000Z,17521,1.34462,1.34992,1.34336,1.34948,1.34440,1.34983,1.34326,1.34925,1.34485,1.35000,1.34345,1.34970
110,2019-05-28T21:00:00.000000000Z,24741,1.34902,1.35466,1.34819,1.35192,1.34880,1.35457,1.34810,1.35170,1.34925,1.35475,1.34828,1.35215
111,2019-05-29T21:00:00.000000000Z,16384,1.35166,1.35208,1.34857,1.35004,1.35144,1.35200,1.34849,1.34982,1.35189,1.35216,1.34865,1.35027
112,2019-05-30T21:00:00.000000000Z,29948,1.35024,1.35650,1.34936,1.35171,1.35001,1.35641,1.34927,1.35121,1.35046,1.35659,1.34946,1.35221
113,2019-05-31T21:00:00.000000000Z,1,1.35167,1.35167,1.35167,1.35167,1.35117,1.35117,1.35117,1.35117,1.35217,1.35217,1.35217,1.35217
114,2019-06-02T21:00:00.000000000Z,25093,1.35199,1.35270,1.34352,1.34396,1.35149,1.35261,1.34340,1.34374,1.35249,1.35281,1.34360,1.34419
115,2019-06-03T21:00:00.000000000Z,22914,1.34420,1.34514,1.33818,1.33940,1.34398,1.34492,1.33810,1.33917,1.34443,1.34537,1.33825,1.33962
116,2019-06-04T21:00:00.000000000Z,22227,1.33944,1.34284,1.33630,1.34180,1.33922,1.34276,1.33622,1.34158,1.33967,1.34291,1.33639,1.34203
117,2019-06-05T21:00:00.000000000Z,20829,1.34166,1.34306,1.33603,1.33638,1.34143,1.34296,1.33592,1.33616,1.34188,1.34316,1.33613,1.33661
118,2019-06-06T21:00:00.000000000Z,22591,1.33656,1.33674,1.32624,1.32683,1.33633,1.33653,1.32603,1.32633,1.33678,1.33697,1.32632,1.32733
119,2019-06-07T21:00:00.000000000Z,2,1.32678,1.32678,1.32673,1.32673,1.32628,1.32628,1.32623,1.32623,1.32728,1.32728,1.32723,1.32723
120,2019-06-09T21:00:00.000000000Z,13996,1.32431,1.32810,1.32430,1.32682,1.32381,1.32802,1.32381,1.32660,1.32481,1.32818,1.32477,1.32705
121,2019-06-10T21:00:00.000000000Z,15200,1.32686,1.33091,1.32506,1.32840,1.32664,1.33082,1.32498,1.32818,1.32709,1.33100,1.32514,1.32863
122,2019-06-11T21:00:00.000000000Z,15826,1.32834,1.33448,1.32735,1.33436,1.32811,1.33437,1.32727,1.33413,1.32856,1.33470,1.32743,1.33458
123,2019-06-12T21:00:00.000000000Z,15147,1.33424,1.33432,1.33005,1.33264,1.33402,1.33410,1.32997,1.33241,1.33447,1.33455,1.33013,1.33286
124,2019-06-13T21:00:00.000000000Z,17616,1.33268,1.34228,1.33238,1.34131,1.33245,1.34219,1.33227,1.34081,1.33290,1.34238,1.33250,1.34181
125,2019-06-14T21:00:00.000000000Z,2,1.34135,1.34135,1.34131,1.34131,1.34085,1.34085,1.34081,1.34081,1.34185,1.34185,1.34181,1.34181
126,2019-06-16T21:00:00.000000000Z,11329,1.34104,1.34200,1.33933,1.34134,1.34067,1.34191,1.33926,1.34112,1.34141,1.34209,1.33940,1.34157
127,2019-06-17T21:00:00.000000000Z,17923,1.34120,1.34324,1.33752,1.33770,1.34097,1.34317,1.33743,1.33747,1.34142,1.34332,1.33761,1.33792
128,2019-06-18T21:00:00.000000000Z,24803,1.33812,1.33834,1.32796,1.32808,1.33790,1.33826,1.32781,1.32785,1.33835,1.33842,1.32805,1.32830
129,2019-06-19T21:00:00.000000000Z,24221,1.32814,1.32858,1.31513,1.31928,1.32791,1.32835,1.31505,1.31905,1.32836,1.32880,1.31520,1.31950
130,2019-06-20T21:00:00.000000000Z,19830,1.31908,1.32295,1.31626,1.32221,1.31885,1.32287,1.31617,1.32171,1.31930,1.32303,1.31634,1.32271
131,2019-06-21T21:00:00.000000000Z,1,1.32263,1.32263,1.32263,1.32263,1.32213,1.32213,1.32213,1.32213,1.32313,1.32313,1.32313,1.32313
132,2019-06-23T21:00:00.000000000Z,14049,1.32160,1.32166,1.31779,1.31810,1.32122,1.32150,1.31772,1.31787,1.32197,1.32199,1.31786,1.31832
133,2019-06-24T21:00:00.000000000Z,20704,1.31818,1.32084,1.31527,1.31676,1.31795,1.32077,1.31520,1.31654,1.31840,1.32092,1.31534,1.31699
134,2019-06-25T21:00:00.000000000Z,16920,1.31686,1.31958,1.31072,1.31268,1.31663,1.31946,1.31064,1.31245,1.31708,1.31971,1.31080,1.31290
135,2019-06-26T21:00:00.000000000Z,13590,1.31264,1.31380,1.30918,1.30954,1.31241,1.31372,1.30910,1.30931,1.31286,1.31388,1.30925,1.30976
136,2019-06-27T21:00:00.000000000Z,17635,1.30980,1.31026,1.30599,1.30941,1.30958,1.31004,1.30590,1.30891,1.31003,1.31049,1.30608,1.30991
137,2019-06-28T21:00:00.000000000Z,1,1.30937,1.30937,1.30937,1.30937,1.30887,1.30887,1.30887,1.30887,1.30987,1.30987,1.30987,1.30987
138,2019-06-30T21:00:00.000000000Z,14235,1.30794,1.31453,1.30760,1.31340,1.30765,1.31445,1.30712,1.31317,1.30824,1.31461,1.30795,1.31362
139,2019-07-01T21:00:00.000000000Z,14384,1.31350,1.31386,1.30968,1.31052,1.31327,1.31377,1.30959,1.31030,1.31372,1.31394,1.30977,1.31075
140,2019-07-02T21:00:00.000000000Z,12998,1.31094,1.31194,1.30584,1.30588,1.31071,1.31186,1.30562,1.30566,1.31116,1.31202,1.30607,1.30611
141,2019-07-03T21:00:00.000000000Z,9152,1.30600,1.30796,1.30376,1.30524,1.30578,1.30787,1.30366,1.30502,1.30623,1.30804,1.30386,1.30547
142,2019-07-04T21:00:00.000000000Z,15960,1.30540,1.31366,1.30456,1.30800,1.30517,1.31359,1.30433,1.30750,1.30562,1.31375,1.30467,1.30850
143,2019-07-05T21:00:00.000000000Z,3,1.30804,1.30841,1.30804,1.30841,1.30754,1.30791,1.30754,1.30791,1.30854,1.30891,1.30854,1.30891
144,2019-07-07T21:00:00.000000000Z,10342,1.30747,1.31031,1.30494,1.30964,1.30702,1.31023,1.30486,1.30941,1.30792,1.31039,1.30502,1.30986
145,2019-07-08T21:00:00.000000000Z,12015,1.30926,1.31415,1.30904,1.31292,1.30904,1.31407,1.30882,1.31269,1.30949,1.31423,1.30927,1.31314
146,2019-07-09T21:00:00.000000000Z,22028,1.31284,1.31442,1.30624,1.30812,1.31262,1.31431,1.30616,1.30789,1.31307,1.31453,1.30633,1.30834
147,2019-07-10T21:00:00.000000000Z,16498,1.30830,1.30915,1.30422,1.30692,1.30808,1.30907,1.30413,1.30670,1.30853,1.30923,1.30429,1.30715
148,2019-07-11T21:00:00.000000000Z,13407,1.30750,1.30750,1.30182,1.30284,1.30727,1.30727,1.30175,1.30248,1.30772,1.30772,1.30190,1.30320
149,2019-07-14T21:00:00.000000000Z,10325,1.30342,1.30536,1.30214,1.30488,1.30309,1.30529,1.30207,1.30466,1.30376,1.30544,1.30222,1.30511
150,2019-07-15T21:00:00.000000000Z,14216,1.30484,1.30916,1.30229,1.30878,1.30462,1.30893,1.30222,1.30856,1.30507,1.30938,1.30236,1.30901
151,2019-07-16T21:00:00.000000000Z,12562,1.30836,1.30938,1.30356,1.30542,1.30813,1.30929,1.30347,1.30520,1.30858,1.30946,1.30364,1.30565
152,2019-07-17T21:00:00.000000000Z,15450,1.30528,1.30957,1.30258,1.30270,1.30505,1.30948,1.30235,1.30247,1.30550,1.30966,1.30266,1.30292
153,2019-07-18T21:00:00.000000000Z,18700,1.30292,1.31098,1.30161,1.30595,1.30270,1.31088,1.30151,1.30549,1.30315,1.31108,1.30171,1.30641
154,2019-07-19T21:00:00.000000000Z,1,1.30600,1.30600,1.30600,1.30600,1.30550,1.30550,1.30550,1.30550,1.30650,1.30650,1.30650,1.30650
155,2019-07-21T21:00:00.000000000Z,11560,1.30611,1.31200,1.30408,1.31196,1.30577,1.31187,1.30400,1.31174,1.30645,1.31223,1.30416,1.31219
156,2019-07-22T21:00:00.000000000Z,12362,1.31186,1.31643,1.31164,1.31336,1.31164,1.31636,1.31142,1.31313,1.31209,1.31650,1.31187,1.31358
157,2019-07-23T21:00:00.000000000Z,12058,1.31328,1.31510,1.31191,1.31406,1.31306,1.31502,1.31183,1.31384,1.31351,1.31518,1.31199,1.31429
158,2019-07-24T21:00:00.000000000Z,17603,1.31410,1.31675,1.31155,1.31648,1.31388,1.31667,1.31147,1.31625,1.31433,1.31684,1.31163,1.31670
159,2019-07-25T21:00:00.000000000Z,11223,1.31630,1.31989,1.31572,1.31671,1.31607,1.31981,1.31564,1.31645,1.31652,1.31997,1.31581,1.31697
160,2019-07-26T21:00:00.000000000Z,2,1.31676,1.31681,1.31676,1.31681,1.31626,1.31631,1.31626,1.31631,1.31726,1.31731,1.31726,1.31731
161,2019-07-28T21:00:00.000000000Z,8642,1.31686,1.31827,1.31494,1.31632,1.31636,1.31819,1.31485,1.31609,1.31736,1.31835,1.31500,1.31654
162,2019-07-29T21:00:00.000000000Z,10791,1.31628,1.31922,1.31442,1.31530,1.31605,1.31914,1.31433,1.31507,1.31650,1.31931,1.31452,1.31552
163,2019-07-30T21:00:00.000000000Z,30576,1.31510,1.32148,1.31056,1.31906,1.31488,1.32139,1.31048,1.31883,1.31533,1.32159,1.31065,1.31928
164,2019-07-31T21:00:00.000000000Z,29219,1.31898,1.32476,1.31830,1.32110,1.31875,1.32468,1.31821,1.32088,1.31920,1.32484,1.31837,1.32133
